{PERIODS};Electricity (%_elec);Space Heating (%_sh);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Hydro_dam;Hydro_river;Solar
900;0.000154195;0.000143396;0.000206772;0.000114155;0.315871544;0.114737748;0.062304565;0.253179686;0.119500008
901;0.000144195;0.000161796;0.000187974;0.000114155;0.315871544;0.124018737;0.06215488;0.253370563;0.138422093
902;0.000146995;0.000131697;0.000190324;0.000114155;0.210581029;0.11712145;0.062005195;0.253551897;0.131025187
903;0.000144395;0.000136596;0.000213821;0.000114155;0.19303261;0.094045887;0.06185551;0.253742774;0.085195359
904;0.000141695;0.000134896;0.00022322;0.000114155;0.096516305;0.114208036;0.061707479;0.253924108;0
905;0.000140795;0.000141796;0.00022322;0.000114155;0;0.1085026;0.061557793;0.254114985;0
906;0.000144995;0.000143096;0.000164478;0.000114155;0;0.111813298;0.061408108;0.254296318;0
907;0.000151895;0.000130497;0.000117484;0.000114155;0;0.1413999;0.061258423;0.254487196;0
908;0.000145195;0.000130797;8.8113E-05;0.000114155;0;0.184637612;0.061108738;0.254668529;0
909;0.000136496;0.000137196;5.8742E-05;0.000114155;0;0.262626615;0.060960707;0.254859407;0
910;0.000126796;0.000171995;3.75949E-05;0.000114155;0;0.281265843;0.060811022;0.25504074;0
911;0.000121196;0.000206195;2.34968E-05;0.000114155;0;0.317208985;0.060661337;0.255231617;0
912;0.000109096;0.000256893;9.39872E-06;0.000114155;0;0.337702204;0.060511652;0.255422495;0
913;0.000106597;0.000273293;5.8742E-06;0.000114155;0;0.317076557;0.060361967;0.255603828;0
914;0.000101597;0.000280193;2.34968E-06;0.000114155;0;0.302156346;0.060213935;0.255794705;0
915;0.000102697;0.000239694;1.17484E-06;0.000114155;0;0.289222553;0.06006425;0.255976039;0
916;0.000100497;0.000241994;1.40981E-05;0.000114155;0;0.247242906;0.059914565;0.256166916;0
917;9.56669E-05;0.000267793;3.75949E-05;0.000114155;0;0.218594335;0.05976488;0.25634825;0
918;0.000101497;0.000276293;9.39872E-05;0.000114155;0;0.195971234;0.059616022;0.256539127;0
919;0.000115696;0.000242094;0.0001821;0.000114155;0;0.188213166;0.059467164;0.256720461;0
920;0.000134996;0.000194395;0.000158603;0.000114155;0;0.184174114;0.059317479;0.256911338;0
921;0.000143795;0.000184395;0.000146855;0.000114155;0.078967886;0.154256443;0.059167794;0.257092671;0
922;0.000146995;0.000171495;0.000164478;0.000114155;0.166709982;0.150548461;0.059018109;0.257283549;0.000418205
923;0.000150895;0.000149596;0.000187974;0.000114155;0.219355239;0.150945745;0.05886925;0.25748397;0.055031978
924;0.000153095;0.000134096;0.000206772;0.000114155;0.219355239;0.142856607;0.058720392;0.257665303;0.065512593
925;0.000142795;0.000158096;0.000187974;0.000114155;0.263226287;0.131445735;0.058570707;0.257837093;0.084575619
926;0.000144495;0.000134096;0.000190324;0.000114155;0.20180682;0.104717369;0.058421022;0.258018426;0.083482076
927;0.000140695;0.000140096;0.000213821;0.000114155;0.184258401;0.090591725;0.058271337;0.258228391;0.019669771
928;0.000137296;0.000141796;0.00022322;0.000114155;0.096516305;0.076135012;0.058122479;0.258409725;0
929;0.000134296;0.000148896;0.00022322;0.000114155;0;0.035612072;0.057973621;0.258591058;0
930;0.000138596;0.000145596;0.000164478;0.000114155;0;0.030039064;0.057823936;0.258772392;0
931;0.000147195;0.000136696;0.000117484;0.000114155;0;0.0328973;0.057674251;0.258972813;0
932;0.000141095;0.000135696;8.8113E-05;0.000114155;0;0.0357445;0.057525392;0.259154146;0
933;0.000132296;0.000135896;5.8742E-05;0.000114155;0;0.044628205;0.057375707;0.25933548;0
934;0.000122896;0.000176395;3.75949E-05;0.000114155;0;0.044628205;0.057226849;0.259516813;0
935;0.000118496;0.000213894;2.34968E-05;0.000114155;0;0.0357445;0.057077164;0.259717235;0
936;0.000108397;0.000271893;9.39872E-06;0.000114155;0;0.038602735;0.056927479;0.259898568;0
937;0.000105797;0.000284393;5.8742E-06;0.000114155;0;0.042641787;0.056778621;0.260079901;0
938;9.87568E-05;0.000295592;2.34968E-06;0.000114155;0;0.049936357;0.056628936;0.260261235;0
939;9.95468E-05;0.000251293;1.17484E-06;0.000114155;0;0.061678299;0.056480078;0.2604712;0
940;9.67069E-05;0.000250593;1.40981E-05;0.000114155;0;0.069370153;0.056330393;0.26064299;0
941;8.89571E-05;0.000284793;3.75949E-05;0.000114155;0;0.091584935;0.056180707;0.260824323;0
942;8.83472E-05;0.000294492;9.39872E-05;0.000114155;0;0.10817153;0.056031849;0.261005657;0
943;9.01371E-05;0.000251893;0.0001821;0.000114155;0;0.100479676;0.055882164;0.261215622;0
944;9.59569E-05;0.000197695;0.000158603;0.000114155;0;0.113402433;0.055733306;0.261396955;0
945;0.000104697;0.000187095;0.000146855;0.000114155;0.087742096;0.102135025;0.055583621;0.261578288;0
946;0.000113496;0.000175695;0.000164478;0.000114155;0.166709982;0.081906662;0.055434763;0.261750078;0
947;0.000119196;0.000158896;0.000187974;0.000114155;0.210581029;0.096363375;0.055285078;0.261960043;0.006510276
948;0.000120796;0.000149496;0.000206772;0.000114155;0.254452077;0.170313327;0.055135393;0.262141377;0.022047777
949;0.000119696;0.000180295;0.000187974;0.000114155;0.298323125;0.206190254;0.054986535;0.26232271;0.028787957
950;0.000121596;0.000157596;0.000190324;0.000114155;0.210581029;0.211432192;0.054836849;0.262504044;0.028487083
951;0.000118696;0.000170396;0.000213821;0.000114155;0.131613143;0.226484831;0.054687991;0.262704465;0
952;0.000117996;0.000172195;0.00022322;0.000114155;0.052645257;0.260507768;0.054538306;0.262885798;0
953;0.000117896;0.000183295;0.00022322;0.000114155;0.00877421;0.310973837;0.054388621;0.263067132;0
954;0.000125096;0.000177095;0.000164478;0.000114155;0;0.315354994;0.054239763;0.263248465;0
955;0.000132496;0.000156396;0.000117484;0.000114155;0;0.384063008;0.054090078;0.26345843;0
956;0.000127396;0.000155596;8.8113E-05;0.000114155;0;0.499253217;0.05394122;0.26363022;0
957;0.000118496;0.000159396;5.8742E-05;0.000114155;0;0.564650533;0.053791535;0.263811553;0
958;0.000109996;0.000201995;3.75949E-05;0.000114155;0;0.600593674;0.05364185;0.263992887;0
959;0.000107597;0.000245094;2.34968E-05;0.000114155;0;0.62287467;0.053492991;0.26417422;0
960;9.66169E-05;0.000312192;9.39872E-06;0.000114155;0;0.596620837;0.053344133;0.264384185;0
961;9.4557E-05;0.000327491;5.8742E-06;0.000114155;0;0.550591103;0.053194448;0.264565519;0
962;8.84972E-05;0.000341791;2.34968E-06;0.000114155;0;0.491230293;0.053044763;0.264737308;0
963;9.14071E-05;0.000289592;1.17484E-06;0.000114155;0;0.429883064;0.052895078;0.264918642;0
964;8.88171E-05;0.000289092;1.40981E-05;0.000114155;0;0.382197981;0.05274622;0.265128607;0
965;8.20874E-05;0.000320092;3.75949E-05;0.000114155;0;0.365556207;0.052597362;0.26530994;0
966;8.12274E-05;0.000328691;9.39872E-05;0.000114155;0;0.364695426;0.052447677;0.265491274;0
967;7.91974E-05;0.000286392;0.0001821;0.000114155;0;0.386512924;0.052297992;0.265672607;0
968;8.25473E-05;0.000227094;0.000158603;0.000114155;0;0.36920901;0.052148306;0.265873028;0
969;8.76172E-05;0.000216594;0.000146855;0.000114155;0.078967886;0.363172505;0.052000275;0.266054362;0
970;9.63669E-05;0.000202295;0.000164478;0.000114155;0.166709982;0.435522286;0.05185059;0.266235695;0.037681236
971;0.000102897;0.000184395;0.000187974;0.000114155;0.19303261;0.473860165;0.051700905;0.266417029;0.043077979
972;0.000106697;0.000175495;0.000206772;0.000114155;0.184258401;0.399645358;0.05155122;0.26661745;0.017447701
973;0.000107397;0.000212994;0.000187974;0.000114155;0.236903658;0.350040071;0.051401535;0.266798783;0.018466275
974;0.000106597;0.000190195;0.000190324;0.000114155;0.219355239;0.355679292;0.051253504;0.266980117;0.01926694
975;0.000101097;0.000209694;0.000213821;0.000114155;0.184258401;0.306791323;0.051103819;0.26716145;0
976;9.93768E-05;0.000211794;0.00022322;0.000114155;0.105290515;0.243722531;0.050954134;0.267371415;0
977;0.000100597;0.000219194;0.00022322;0.000114155;0.017548419;0.245256488;0.050804448;0.267543205;0
978;0.000111896;0.000208795;0.000164478;0.000114155;0;0.210571411;0.050654763;0.267724538;0
979;0.000125996;0.000182695;0.000117484;0.000114155;0;0.166925379;0.050506732;0.267905872;0
980;0.000122996;0.000184495;8.8113E-05;0.000114155;0;0.155194474;0.050357047;0.268115837;0
981;0.000116396;0.000188695;5.8742E-05;0.000114155;0;0.169717401;0.050207362;0.26829717;0
982;0.000108597;0.000241494;3.75949E-05;0.000114155;0;0.187021315;0.050057677;0.268478504;0
983;0.000104697;0.000292292;2.34968E-05;0.000114155;0;0.191865969;0.049909646;0.268650293;0
984;9.13471E-05;0.00036479;9.39872E-06;0.000114155;0;0.178203823;0.049759961;0.268860259;0
985;8.89671E-05;0.00037919;5.8742E-06;0.000114155;0;0.158438957;0.04107409;0.269041592;0
986;8.44173E-05;0.00039629;2.34968E-06;0.000114155;0;0.149489038;0.040924404;0.269222925;0
987;8.91071E-05;0.000336491;1.17484E-06;0.000114155;0;0.140130799;0.040774719;0.269404259;0
988;8.78672E-05;0.000335791;1.40981E-05;0.000114155;0;0.122760672;0.040625034;0.26960468;0
989;8.45673E-05;0.00037089;3.75949E-05;0.000114155;0;0.115532315;0.040475349;0.269786014;0
990;9.2787E-05;0.00038209;9.39872E-05;0.000114155;0;0.096893087;0.040327318;0.269967347;0
991;0.000110396;0.000328791;0.0001821;0.000114155;0;0.089201232;0.040177633;0.27014868;0
992;0.000130796;0.000262293;0.000158603;0.000114155;0.00877421;0.063730931;0.040027948;0.270349102;0
993;0.000140395;0.000242194;0.000146855;0.000114155;0.105290515;0.067052665;0.039878263;0.270530435;0.014463949
994;0.000144995;0.000219694;0.000164478;0.000114155;0.19303261;0.028516143;0.039730232;0.270711769;0.091643662
995;0.000149495;0.000191495;0.000187974;0.000114155;0.20180682;0.037797132;0.039580546;0.270893102;0.132474581
996;0.000151695;0.000175695;0.000206772;0.000114155;0.236903658;0.072691886;0.039430861;0.271103067;0.16763987
997;0.000141895;0.000202595;0.000187974;0.000114155;0.254452077;0.108370172;0.039281176;0.271284401;0.152916029
998;0.000145195;0.000171296;0.000190324;0.000114155;0.184258401;0.140792939;0.039131491;0.27145619;0.133913978
999;0.000141995;0.000181895;0.000213821;0.000114155;0.166709982;0.143651174;0.03898346;0.271637524;0.058507524
1000;0.000139596;0.000181595;0.00022322;0.000114155;0.078967886;0.170975466;0.038833775;0.271847489;0
1001;0.000138896;0.000188395;0.00022322;0.000114155;0.017548419;0.148760684;0.03868409;0.272028822;0
1002;0.000142095;0.000180895;0.000164478;0.000114155;0;0.090459298;0.038534405;0.272210156;0
1003;0.000151095;0.000157596;0.000117484;0.000114155;0;0.068509372;0.038385547;0.272391489;0
1004;0.000145195;0.000152696;8.8113E-05;0.000114155;0;0.069701223;0.038236688;0.27259191;0
1005;0.000136196;0.000160796;5.8742E-05;0.000114155;0;0.077790361;0.038087003;0.272773244;0
1006;0.000126996;0.000197095;3.75949E-05;0.000114155;0;0.089532302;0.037937318;0.272954577;0
1007;0.000121296;0.000230894;2.34968E-05;0.000114155;0;0.094045887;0.037787633;0.273135911;0
1008;0.000108497;0.000280993;9.39872E-06;0.000114155;0;0.104584941;0.037638775;0.273336332;0
1009;0.000112496;0.000214094;5.8742E-06;0.000114155;0;0.093383747;0.037489917;0.273517665;0
1010;0.000105997;0.000246094;2.34968E-06;0.000114155;0;0.100612104;0.037340232;0.273698999;0
1011;0.000104997;0.000228494;1.17484E-06;0.000114155;0;0.106306504;0.037190547;0.273880332;0
1012;0.000105197;0.000201795;1.40981E-05;0.000114155;0;0.118445729;0.037040862;0.274090297;0
1013;0.000105797;0.000160796;3.75949E-05;0.000114155;0;0.139799729;0.036892003;0.274271631;0
1014;0.000109696;0.000194195;9.39872E-05;0.000114155;0;0.149422824;0.036743145;0.27444342;0
1015;0.000126596;0.000144496;0.0001821;0.000114155;0;0.151806526;0.03659346;0.274624754;0
1016;0.000141295;0.000134296;0.000158603;0.000114155;0.017548419;0.137680883;0.036443775;0.274834719;0
1017;0.000149995;0.000118397;0.000146855;0.000114155;0.114064724;0.107443177;0.036294917;0.275016052;0
1018;0.000151595;0.000121997;0.000164478;0.000114155;0.254452077;0.024002559;0.036145232;0.275197386;0
1019;0.000154695;0.000130697;0.000187974;0.000114155;0.254452077;0.024002559;0.035996374;0.275378719;0.004958925
1020;0.000158295;0.000121097;0.000206772;0.000114155;0.254452077;0.063333647;0.035846689;0.27557914;0.037634256
1021;0.000148895;0.000133896;0.000187974;0.000114155;0.289548916;0.086011927;0.035697004;0.275760474;0.131405028
1022;0.000150195;0.000126897;0.000190324;0.000114155;0.254452077;0.129724173;0.035548145;0.275941807;0.079638684
1023;0.000145895;0.000143596;0.000213821;0.000114155;0.210581029;0.123290383;0.03539846;0.276123141;0.091059906
1024;0.000142295;0.000170596;0.00022322;0.000114155;0.131613143;0.10306202;0.035249602;0.276323562;0.041565611
1025;0.000137396;0.000213394;0.00022322;0.000114155;0.026322629;0.088009381;0.035099917;0.276504895;0
1026;0.000144295;0.000167996;0.000164478;0.000114155;0;0.053191877;0.034950232;0.276686229;0
1027;0.000150895;0.000170096;0.000117484;0.000114155;0;0.034949932;0.034801374;0.276867562;0
1028;0.000145695;0.000157696;8.8113E-05;0.000114155;0;0.048678292;0.034651689;0.277077527;0
1029;0.000135596;0.000170296;5.8742E-05;0.000114155;0;0.058422779;0.034502831;0.277249317;0
1030;0.000120896;0.000264493;3.75949E-05;0.000114155;0;0.073883738;0.034353146;0.27743065;0
1031;0.000121796;0.000237194;2.34968E-05;0.000114155;0;0.067714804;0.034204287;0.277611984;0
1032;0.000108297;0.000300092;9.39872E-06;0.000114155;0;0.087943167;0.034054602;0.277821949;0
1033;0.000106697;0.000290492;5.8742E-06;0.000114155;0;0.091584935;0.033923938;0.2778983;0
1034;0.000101097;0.000329991;2.34968E-06;0.000114155;0;0.112541651;0.033825526;0.277793317;0
1035;0.000101397;0.000301692;1.17484E-06;0.000114155;0;0.131909233;0.033726287;0.277688335;0
1036;0.000102297;0.000274893;1.40981E-05;0.000114155;0;0.147624012;0.033627876;0.277592896;0
1037;0.000102297;0.000241594;3.75949E-05;0.000114155;0;0.17104168;0.033528637;0.277487914;0
1038;0.000114096;0.000184095;9.39872E-05;0.000114155;0;0.204601119;0.033428571;0.277382931;0
1039;0.000125696;0.000181595;0.0001821;0.000114155;0;0.217534912;0.033330159;0.277277949;0
1040;0.000136596;0.000206995;0.000158603;0.000114155;0.00877421;0.192859178;0.033230921;0.277201598;0
1041;0.000142195;0.000230694;0.000146855;0.000114155;0.096516305;0.120167292;0.033131682;0.277096615;0
1042;0.000145195;0.000215794;0.000164478;0.000114155;0.219355239;0.051525492;0.03303327;0.276991633;0.048425742
1043;0.000149095;0.000202595;0.000187974;0.000114155;0.254452077;0.044628205;0.032934031;0.276896194;0.18872105
1044;0.000150995;0.000194495;0.000206772;0.000114155;0.289548916;0.063995787;0.03283562;0.276791211;0.193529039
1045;0.000143095;0.000205095;0.000187974;0.000114155;0.219355239;0.083098513;0.032736381;0.276686229;0.258231971
1046;0.000142695;0.000212694;0.000190324;0.000114155;0.184258401;0.088340451;0.032637142;0.276581246;0.235691401
1047;0.000136096;0.000251693;0.000213821;0.000114155;0.149161563;0.098084938;0.03253873;0.276485808;0.166050534
1048;0.000133896;0.000252393;0.00022322;0.000114155;0.096516305;0.088009381;0.032439492;0.276399913;0.075490419
1049;0.000131896;0.000258193;0.00022322;0.000114155;0.017548419;0.054383728;0.03234108;0.276304474;0
1050;0.000137796;0.000214794;0.000164478;0.000114155;0;0.044628205;0.032241841;0.276199492;0
1051;0.000148995;0.000195595;0.000117484;0.000114155;0;0.054383728;0.032142602;0.276094509;0
1052;0.000146395;0.000169496;8.8113E-05;0.000114155;0;0.064128215;0.032044191;0.275989527;0
1053;0.000132896;0.000224494;5.8742E-05;0.000114155;0;0.081112094;0.031944952;0.275884544;0
1054;0.000123196;0.000266193;3.75949E-05;0.000114155;0;0.083959294;0.031844886;0.275789105;0
1055;0.000125296;0.000226394;2.34968E-05;0.000114155;0;0.10657136;0.031746475;0.275712755;0
1056;0.000108896;0.000337991;9.39872E-06;0.000114155;0;0.106107862;0.031647236;0.275607772;0
1057;0.000103997;0.00036429;5.8742E-06;0.000114155;0;0.101274243;0.031548824;0.275502789;0
1058;9.97168E-05;0.00038079;2.34968E-06;0.000114155;0;0.102466095;0.031449585;0.275397807;0
1059;0.000101997;0.000323492;1.17484E-06;0.000114155;0;0.099607859;0.031350347;0.275292824;0
1060;9.90868E-05;0.000325991;1.40981E-05;0.000114155;0;0.099607859;0.031251935;0.275197386;0
1061;9.1917E-05;0.00036299;3.75949E-05;0.000114155;0;0.104849797;0.031152696;0.275092403;0
1062;9.76669E-05;0.00037469;9.39872E-05;0.000114155;0;0.114141822;0.031053457;0.275016052;0
1063;0.000114096;0.000321392;0.0001821;0.000114155;0;0.12223096;0.030955046;0.27491107;0
1064;0.000132596;0.000259093;0.000158603;0.000114155;0.026322629;0.116591738;0.030855807;0.274806087;0
1065;0.000141995;0.000247594;0.000146855;0.000114155;0.114064724;0.060486447;0.030757395;0.274701105;0
1066;0.000147095;0.000233494;0.000164478;0.000114155;0.19303261;0.062472866;0.030658156;0.274605666;0.037091483
1067;0.000151495;0.000213194;0.000187974;0.000114155;0.166709982;0.141797184;0.030558918;0.274500684;0.035164289
1068;0.000152695;0.000200795;0.000206772;0.000114155;0.166709982;0.135694464;0.030460506;0.274395701;0.142160529
1069;0.000142595;0.000235294;0.000187974;0.000114155;0.157935772;0.117518734;0.03036044;0.274290718;0.297855395
1070;0.000146895;0.000199095;0.000190324;0.000114155;0.140387353;0.077062007;0.030262855;0.274214368;0.277084085
1071;0.000142895;0.000215194;0.000213821;0.000114155;0.105290515;0.082767443;0.03016279;0.274109385;0.194658567
1072;0.000139096;0.000218094;0.00022322;0.000114155;0.078967886;0.10306202;0.030063551;0.274013946;0.054817068
1073;0.000135996;0.000231894;0.00022322;0.000114155;0.017548419;0.083230941;0.029965139;0.273908964;0
1074;0.000137696;0.000227694;0.000164478;0.000114155;0;0.058963526;0.0298659;0.273803981;0
1075;0.000148595;0.000205195;0.000117484;0.000114155;0;0.067052665;0.029766662;0.273698999;0
1076;0.000143995;0.000204995;8.8113E-05;0.000114155;0;0.100281034;0.02966825;0.273594016;0
1077;0.000136096;0.000210994;5.8742E-05;0.000114155;0;0.109959307;0.029569011;0.273517665;0
1078;0.000125896;0.000264893;3.75949E-05;0.000114155;0;0.169320117;0.029470599;0.273422227;0
1079;0.000119396;0.000325291;2.34968E-05;0.000114155;0;0.227875324;0.029371361;0.273317244;0
1080;0.000105797;0.000411989;9.39872E-06;0.000114155;0;0.263818466;0.029272122;0.273212262;0
1081;0.000103297;0.000420089;5.8742E-06;0.000114155;0;0.328884712;0.02917371;0.273107279;0
1082;9.81168E-05;0.000439288;2.34968E-06;0.000114155;0;0.384592719;0.029074471;0.273002296;0
1083;0.000100297;0.00037309;1.17484E-06;0.000114155;0;0.51086273;0.02897606;0.272906858;0
1084;9.63069E-05;0.00037629;1.40981E-05;0.000114155;0;0.528310107;0.028876821;0.272801875;0
1085;8.90771E-05;0.000415189;3.75949E-05;0.000114155;0;0.533938294;0.028776755;0.272725524;0
1086;9.4567E-05;0.000422189;9.39872E-05;0.000114155;0;0.593497746;0.02867917;0.272620542;0
1087;0.000109996;0.00036859;0.0001821;0.000114155;0;0.610073306;0.028579105;0.272515559;0
1088;0.000129596;0.000293392;0.000158603;0.000114155;0.00877421;0.621351749;0.028479866;0.272410577;0
1089;0.000138796;0.000275593;0.000146855;0.000114155;0.035096838;0.586997742;0.028381454;0.272315138;0.031580788
1090;0.000141995;0.000253693;0.000164478;0.000114155;0.035096838;0.673881486;0.028282215;0.272210156;0.122158896
1091;0.000146495;0.000225494;0.000187974;0.000114155;0.035096838;0.785694784;0.028183804;0.272105173;0.201635648
1092;0.000147895;0.000209794;0.000206772;0.000114155;0.043871048;0.840674438;0.028084565;0.272028822;0.269107422
1093;0.000137796;0.000249693;0.000187974;0.000114155;0.043871048;0.86255815;0.027985326;0.27192384;0.278683416
1094;0.000141395;0.000213594;0.000190324;0.000114155;0.052645257;0.857647282;0.027886914;0.271818857;0.255713025
1095;0.000135996;0.000229294;0.000213821;0.000114155;0.035096838;0.87310824;0.027787676;0.271713875;0.195618165
1096;0.000132096;0.000225494;0.00022322;0.000114155;0.035096838;0.882852727;0.027688437;0.271618436;0.111423387
1097;0.000127896;0.000232294;0.00022322;0.000114155;0.00877421;0.882852727;0.027590025;0.271513453;0
1098;0.000131596;0.000225394;0.000164478;0.000114155;0;0.882852727;0.027490786;0.271408471;0
1099;0.000143995;0.000206495;0.000117484;0.000114155;0;0.882852727;0.027392375;0.27133212;0
1100;0.000139895;0.000216194;8.8113E-05;0.000114155;0;0.877147291;0.027293136;0.271227137;0
1101;0.000130996;0.000223494;5.8742E-05;0.000114155;0;0.869058153;0.02719307;0.271122155;0
1102;0.000120296;0.000288092;3.75949E-05;0.000114155;0;0.852482593;0.027095485;0.271026716;0
1103;0.000115596;0.000352191;2.34968E-05;0.000114155;0;0.818592084;0.02699542;0.270921734;0
1104;0.000103797;0.000444988;9.39872E-06;0.000114155;0;0.79391635;0.026897008;0.270816751;0
1105;0.000101297;0.000445888;5.8742E-06;0.000114155;0;0.762354365;0.026797769;0.270711769;0
1106;9.59469E-05;0.000462688;2.34968E-06;0.000114155;0;0.765996133;0.02669853;0.270606786;0
1107;9.79068E-05;0.00039059;1.17484E-06;0.000114155;0;0.744046207;0.026600119;0.270530435;0
1108;9.3567E-05;0.00038689;1.40981E-05;0.000114155;0;0.728265214;0.02650088;0.270434996;0
1109;8.29773E-05;0.000435089;3.75949E-05;0.000114155;0;0.69151647;0.026401641;0.270330014;0
1110;8.24173E-05;0.000445588;9.39872E-05;0.000114155;0;0.65795703;0.026303229;0.270225031;0
1111;8.60172E-05;0.00037869;0.0001821;0.000114155;0;0.599865321;0.026203991;0.270120049;0
1112;9.3887E-05;0.000298292;0.000158603;0.000114155;0.017548419;0.551054601;0.026105579;0.270015066;0
1113;0.000102397;0.000278993;0.000146855;0.000114155;0.070193676;0.512120796;0.02600634;0.269919628;0
1114;0.000110696;0.000256593;0.000164478;0.000114155;0.096516305;0.529170889;0.025907101;0.269843277;0.068097512
1115;0.000115996;0.000231794;0.000187974;0.000114155;0.087742096;0.555833041;0.02580869;0.269738294;0.185882238
1116;0.000117196;0.000213994;0.000206772;0.000114155;0.096516305;0.522670886;0.025709451;0.269633312;0.29815527
1117;0.000115496;0.000251093;0.000187974;0.000114155;0.087742096;0.492620786;0.025611039;0.269528329;0.288479318
1118;0.000119096;0.000214494;0.000190324;0.000114155;0.087742096;0.43525743;0.0255118;0.269423347;0.197917203
1119;0.000115396;0.000231394;0.000213821;0.000114155;0.078967886;0.375631764;0.025411735;0.269327908;0.180064672
1120;0.000114596;0.000230294;0.00022322;0.000114155;0.052645257;0.329546852;0.025313323;0.269222925;0.065619549
1121;0.000113996;0.000238594;0.00022322;0.000114155;0.00877421;0.309252275;0.025214084;0.269117943;0
1122;0.000119796;0.000228494;0.000164478;0.000114155;0;0.285437322;0.025114845;0.269041592;0
1123;0.000132196;0.000204295;0.000117484;0.000114155;0;0.275825263;0.025016434;0.268936609;0
1124;0.000128496;0.000209495;8.8113E-05;0.000114155;0;0.269391474;0.024917195;0.268831627;0
1125;0.000120296;0.000220994;5.8742E-05;0.000114155;0;0.279069747;0.024818783;0.268736188;0
1126;0.000111796;0.000280793;3.75949E-05;0.000114155;0;0.263354968;0.024719544;0.268631206;0
1127;0.000109396;0.000335391;2.34968E-05;0.000114155;0;0.2584441;0.024620306;0.268526223;0
1128;9.79268E-05;0.000411189;9.39872E-06;0.000114155;0;0.250023892;0.024521894;0.268421241;0
1129;9.4177E-05;0.000428389;5.8742E-06;0.000114155;0;0.2313957;0.024422655;0.26834489;0
1130;8.78872E-05;0.000461588;2.34968E-06;0.000114155;0;0.219984828;0.024323416;0.268239907;0
1131;9.09771E-05;0.00039949;1.17484E-06;0.000114155;0;0.195044239;0.024225005;0.268134925;0
1132;8.72572E-05;0.000403189;1.40981E-05;0.000114155;0;0.167256449;0.024125766;0.268039486;0
1133;7.86775E-05;0.000453688;3.75949E-05;0.000114155;0;0.140197013;0.024027354;0.267934503;0
1134;7.71775E-05;0.000468888;9.39872E-05;0.000114155;0;0.132107875;0.023927288;0.267829521;0
1135;7.60975E-05;0.000412289;0.0001821;0.000114155;0;0.106637574;0.02382805;0.267724538;0
1136;8.02574E-05;0.000333891;0.000158603;0.000114155;0.026322629;0.097753868;0.023729638;0.2676291;0
1137;8.67572E-05;0.000314092;0.000146855;0.000114155;0.131613143;0.072559458;0.023630399;0.267543205;0.082574456
1138;9.62269E-05;0.000285493;0.000164478;0.000114155;0.184258401;0.028052645;0.023531987;0.267447766;0.223066682
1139;0.000102797;0.000243294;0.000187974;0.000114155;0.175484191;0.059625666;0.023432749;0.267342784;0.308880783
1140;0.000105497;0.000220694;0.000206772;0.000114155;0.184258401;0.083098513;0.02333351;0.267237801;0.338858242
1141;0.000104097;0.000254893;0.000187974;0.000114155;0.166709982;0.105776792;0.023235098;0.267132819;0.373173886
1142;0.000103897;0.000214394;0.000190324;0.000114155;0.166709982;0.130121456;0.023135859;0.267027836;0.341347201
1143;9.74769E-05;0.000225794;0.000213821;0.000114155;0.140387353;0.137747097;0.023036621;0.266932398;0.228134562
1144;9.55569E-05;0.000227394;0.00022322;0.000114155;0.114064724;0.19021062;0.022938209;0.266856047;0.081709818
1145;9.76569E-05;0.000238794;0.00022322;0.000114155;0.017548419;0.189007733;0.02283897;0.266751064;0
1146;0.000107897;0.000232494;0.000164478;0.000114155;0;0.154256443;0.022740558;0.266646082;0
1147;0.000126396;0.000210894;0.000117484;0.000114155;0;0.146167305;0.02264132;0.266541099;0
1148;0.000124796;0.000217694;8.8113E-05;0.000114155;0;0.162356616;0.022542081;0.266436116;0
1149;0.000118996;0.000221894;5.8742E-05;0.000114155;0;0.177276828;0.022443669;0.266340678;0
1150;0.000110796;0.000277293;3.75949E-05;0.000114155;0;0.209567166;0.022343603;0.266235695;0
1151;0.000106697;0.000335591;2.34968E-05;0.000114155;0;0.207514533;0.022246019;0.266159344;0
1152;9.2277E-05;0.000423089;9.39872E-06;0.000114155;0;0.21156462;0.022145953;0.266054362;0
1153;8.87671E-05;0.000439188;5.8742E-06;0.000114155;0;0.200749674;0.023876842;0.265949379;0
1154;8.45073E-05;0.000458988;2.34968E-06;0.000114155;0;0.170048471;0.023776776;0.265844397;0
1155;8.93371E-05;0.00039189;1.17484E-06;0.000114155;0;0.125541658;0.023678365;0.265748958;0
1156;8.74772E-05;0.00039129;1.40981E-05;0.000114155;0;0.12029972;0.023579126;0.265643976;0
1157;8.27773E-05;0.000430289;3.75949E-05;0.000114155;0;0.110621447;0.023480714;0.265538993;0
1158;9.04871E-05;0.000442688;9.39872E-05;0.000114155;0;0.102135025;0.023381475;0.26543401;0
1159;0.000108796;0.00038179;0.0001821;0.000114155;0;0.102929592;0.023282237;0.26535766;0
1160;0.000129396;0.000301992;0.000158603;0.000114155;0.026322629;0.12189989;0.023183825;0.265252677;0
1161;0.000138996;0.000279993;0.000146855;0.000114155;0.140387353;0.075803942;0.023084586;0.265157238;0.034297652
1162;0.000143695;0.000251693;0.000164478;0.000114155;0.20180682;0.0357445;0.022985347;0.265052256;0.141610759
1163;0.000149695;0.000214494;0.000187974;0.000114155;0.245677868;0.018308158;0.022886936;0.264947273;0.214950078
