Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION ;Units
Electricity;baseload;ELECTRICITY;13997.52374;14093.23826;31798.37249;0;[GWh]
Electricity;variable;LIGHTING;7537.128166;11073.25863;10486.69731;0;[GWh]
Heat;high temperature;HEAT_HIGH_T;0;0;57692.16353;0;[GWh]
Heat;space heating;HEAT_LOW_T_SH;68935.76302;34846.79436;15005.75554;0;[GWh]
Heat;hot water;HEAT_LOW_T_HW;17620.82371;7811.547316;3887.696302;0;[GWh]
Mobility;passenger;MOBILITY_PASSENGER;0;0;0;185677.0221;[Mpkm]
Mobility;freight;MOBILITY_FREIGHT;0;0;0;92184.48388;[Mtkm]
Non energy;Non energy;NON_ENERGY;0;0;52209.54476;0;[GWh]
